time_m,excess_return_2,excess_return_3,excess_return_4,excess_return_5,average_excess_return,risk_free_rate,forward_1_2,forward_2_3,forward_3_4,forward_4_5
1988-01,-0.013225468610542662,-0.024096365900150726,-0.029903336887819834,-0.03847789734646219,-0.026425767186243853,0.06774160224793553,0.07560259004141094,0.07841676445674756,0.08200163027183532,0.08054200418727431
1988-02,-0.019536964759887615,-0.03515067139838507,-0.04704921940579568,-0.05932697123266564,-0.0402659566991835,0.06607726548298468,0.07400166791639046,0.0770635045008137,0.07940272689063993,0.08060561034590857
1988-03,-0.019079284342613897,-0.03214468137312913,-0.04089169341102654,-0.04356612727665986,-0.03392044660085736,0.0684909527677036,0.07686887759829446,0.08057125098391177,0.08561963875209264,0.08727589262629498
1988-04,-0.009069183606683115,-0.016049999406549498,-0.016565907694697735,-0.01719872739803885,-0.014720954526492299,0.07071297345953859,0.08192571692418574,0.08406234735833118,0.08866554575272542,0.08737155948698622
1988-05,-0.0032406165549346555,-0.000577064505340466,0.00583485093821158,0.012171214472314909,0.003547096087562842,0.07664599127866438,0.08440982099576015,0.08710801467753446,0.09239592206497171,0.091467163847955
1988-06,0.0010376834588581157,0.007866210009594393,0.014872789386821711,0.026129983350737906,0.012476666551503032,0.0750913435224092,0.08199796154330022,0.0835436171521872,0.08687173058350833,0.08820039227373433
1988-07,0.010233994248888503,0.025222232358356217,0.03777131132556549,0.05302297052809721,0.03156262711522685,0.0794741694652841,0.08621222824814337,0.08621368092495146,0.08910941348192952,0.08896902539171148
1988-08,0.006931824722121158,0.011183686009368629,0.02190668251945653,0.030278671315211184,0.017575216141539375,0.08253031840566936,0.08805821458531736,0.08763909474851458,0.09184449180307752,0.08961464035629607
1988-09,0.002560344629676567,0.005435867564748481,0.007837462781519644,0.014600059343627514,0.0076084335798930515,0.07952589885123051,0.0854224975459803,0.08609093459052142,0.08554568143838875,0.08829005107321847
1988-10,0.005044280262342757,0.010482581220786338,0.015005505319485565,0.020821009079593264,0.012838343970551981,0.07901871803315381,0.08250438699904454,0.08148794469808326,0.08418932521979475,0.08340411092764938
1988-11,0.011513355722815977,0.0229473004211595,0.03563317199573307,0.04453119174478992,0.028656254971124617,0.08462900523002309,0.08819859344362832,0.08625268995009253,0.09036092753476582,0.08722515658581048
1988-12,0.012245605468330423,0.02599221708107502,0.037093869592210754,0.04960271678443676,0.03123360223151324,0.08871637659454004,0.09023702507707052,0.09087871891603477,0.09030204593973779,0.09041486957578615
